subject,frobenius_quality,self,neighbors,others
sub-111716,0.9450834722988225,0.888268156424581,0.08100558659217877,0.030726256983240222
sub-103818,0.9949072820636085,0.9050279329608939,0.025139664804469275,0.06983240223463687
sub-105115,0.9641859541865494,0.8463687150837989,0.07541899441340782,0.0782122905027933
sub-113619,0.9976753757907879,0.9245810055865922,0.030726256983240222,0.0446927374301676
sub-115320,1.0041909168990686,0.9217877094972067,0.027932960893854747,0.05027932960893855
sub-103414,0.9400612031915734,0.8715083798882681,0.05865921787709497,0.06983240223463687
sub-111514,0.9493347292190918,0.7737430167597765,0.14804469273743018,0.0782122905027933
sub-100206,0.9813241535310685,0.9050279329608939,0.04748603351955307,0.04748603351955307
sub-119126,0.919674096180305,0.7737430167597765,0.164804469273743,0.061452513966480445
sub-113821,0.9996364541377328,0.9441340782122905,0.0111731843575419,0.0446927374301676
sub-107422,0.9928629326317316,0.9329608938547486,0.013966480446927373,0.05307262569832402
sub-120515,0.9987858902533021,0.9385474860335196,0.019553072625698324,0.04189944134078212
sub-108121,0.9995795306847093,0.946927374301676,0.00558659217877095,0.04748603351955307
sub-117930,0.974829647145506,0.9441340782122905,0.030726256983240222,0.025139664804469275
sub-112819,1.0017139867088916,0.9581005586592178,0.00558659217877095,0.036312849162011177
sub-102816,1.000103901863591,0.9804469273743017,0.008379888268156424,0.0111731843575419
sub-116423,0.8654735339281138,0.7681564245810056,0.1340782122905028,0.09776536312849161
sub-119833,0.9920846875043033,0.9357541899441341,0.0223463687150838,0.04189944134078212
sub-116221,0.9798842598941506,0.8575418994413407,0.08659217877094973,0.055865921787709494
sub-114318,0.9679029657408068,0.8770949720670391,0.08379888268156424,0.03910614525139665
sub-108323,0.9948300798181084,0.9022346368715084,0.01675977653631285,0.08100558659217877
sub-118528,1.0001111787998185,0.9636871508379888,0.002793296089385475,0.0335195530726257
sub-102008,0.9986093207214628,0.9636871508379888,0.002793296089385475,0.0335195530726257
sub-103111,0.998353691311162,0.9748603351955307,0.00558659217877095,0.019553072625698324
sub-115017,0.9924245241107885,0.9217877094972067,0.01675977653631285,0.061452513966480445
sub-117324,0.9903891568588288,0.9245810055865922,0.0223463687150838,0.05307262569832402
sub-101410,0.9994649404738913,0.9078212290502793,0.025139664804469275,0.0670391061452514
sub-118730,1.0041206395361726,0.946927374301676,0.013966480446927373,0.03910614525139665
sub-113922,0.9998817320950961,0.9664804469273743,0.0111731843575419,0.0223463687150838
sub-107725,1.0093180359523526,0.9301675977653632,0.01675977653631285,0.05307262569832402
