subject,frobenius_quality,self,neighbors,others
sub-111716,0.8384191577981388,0.1452513966480447,0.8324022346368715,0.0223463687150838
sub-103818,0.9064957591129096,0.6005586592178771,0.2988826815642458,0.1005586592178771
sub-105115,0.7272569139201753,0.19273743016759776,0.7374301675977654,0.06983240223463687
sub-113619,0.726402868950891,0.1787709497206704,0.7346368715083799,0.08659217877094973
sub-115320,0.8980168498084936,0.729050279329609,0.17597765363128492,0.09497206703910614
sub-103414,0.8070363904770738,0.4581005586592179,0.4748603351955307,0.0670391061452514
sub-111514,0.8170652821047828,0.1452513966480447,0.7821229050279329,0.07262569832402235
sub-100206,0.8543608781966151,0.3575418994413408,0.5726256983240223,0.06983240223463687
sub-119126,0.8143919359844608,0.24022346368715083,0.7011173184357542,0.05865921787709497
sub-113821,0.986988219230885,0.8938547486033519,0.027932960893854747,0.0782122905027933
sub-107422,0.8270944877886139,0.3994413407821229,0.5139664804469274,0.08659217877094973
sub-120515,0.8288834597507662,0.5446927374301676,0.37988826815642457,0.07541899441340782
sub-108121,0.9225754922787638,0.5502793296089385,0.3770949720670391,0.07262569832402235
sub-117930,0.7866336072532106,0.22905027932960895,0.7150837988826816,0.055865921787709494
sub-112819,0.6912371751637979,0.2346368715083799,0.7067039106145251,0.05865921787709497
sub-102816,0.9332970422569801,0.7206703910614525,0.2206703910614525,0.05865921787709497
sub-116423,0.76224833130873,0.1452513966480447,0.7625698324022346,0.09217877094972067
sub-119833,0.8517294923641137,0.4329608938547486,0.4888268156424581,0.0782122905027933
sub-116221,0.9189277251912197,0.39385474860335196,0.5391061452513967,0.0670391061452514
sub-114318,0.7454629239684853,0.11452513966480447,0.8240223463687151,0.061452513966480445
sub-108323,0.9326730248634421,0.6005586592178771,0.29608938547486036,0.10335195530726257
sub-118528,1.0001111787998185,0.9636871508379888,0.002793296089385475,0.0335195530726257
sub-102008,0.997985798384585,0.9581005586592178,0.008379888268156424,0.0335195530726257
sub-103111,0.878259959860687,0.4860335195530726,0.45251396648044695,0.061452513966480445
sub-115017,0.8949133387613529,0.5446927374301676,0.34916201117318435,0.10614525139664804
sub-117324,0.7641787193459877,0.24022346368715083,0.6452513966480447,0.11452513966480447
sub-101410,0.924282821146472,0.6061452513966481,0.3240223463687151,0.06983240223463687
sub-118730,0.9033372810938347,0.547486033519553,0.3547486033519553,0.09776536312849161
sub-113922,0.8064738619365449,0.3687150837988827,0.5363128491620112,0.09497206703910614
sub-107725,0.9339099689124241,0.6843575418994413,0.2346368715083799,0.08100558659217877
sub-115825,0.9072940814013063,0.8044692737430168,0.15921787709497207,0.036312849162011177
sub-119025,0.8474184533942807,0.46089385474860334,0.42178770949720673,0.11731843575418995
sub-112314,0.9165209689206929,0.6871508379888268,0.2430167597765363,0.06983240223463687
sub-120010,0.835766698471943,0.39106145251396646,0.5391061452513967,0.06983240223463687
sub-106521,0.8107516636360736,0.22625698324022347,0.7011173184357542,0.07262569832402235
sub-108828,0.847628128936198,0.12290502793296089,0.8324022346368715,0.0446927374301676
sub-102715,0.8010332724547883,0.22625698324022347,0.7318435754189944,0.04189944134078212
sub-104416,0.9346594864866109,0.8547486033519553,0.1005586592178771,0.0446927374301676
sub-110613,0.755313181085421,0.21787709497206703,0.6955307262569832,0.08659217877094973
sub-112516,0.9938489350669747,0.8547486033519553,0.0670391061452514,0.0782122905027933
sub-114823,0.9020257014542642,0.5977653631284916,0.3240223463687151,0.0782122905027933
sub-120212,0.814688214217276,0.22346368715083798,0.7374301675977654,0.03910614525139665
sub-114419,0.9319607907267873,0.553072625698324,0.3715083798882682,0.07541899441340782
sub-110411,0.8154142008265127,0.12011173184357542,0.8715083798882681,0.008379888268156424
sub-101107,0.912207820383871,0.6061452513966481,0.3100558659217877,0.08379888268156424
sub-118023,0.8862524620142549,0.13128491620111732,0.835195530726257,0.0335195530726257
sub-113215,0.8810869869463881,0.4441340782122905,0.5027932960893855,0.05307262569832402
sub-100408,0.9122377683519757,0.553072625698324,0.3128491620111732,0.1340782122905028
sub-110007,0.9343630719272004,0.835195530726257,0.13687150837988826,0.027932960893854747
sub-109123,0.7592926348002909,0.3240223463687151,0.6005586592178771,0.07541899441340782
sub-117021,0.8698974732382232,0.3994413407821229,0.5195530726256983,0.08100558659217877
sub-105923,0.9272524842811251,0.6536312849162011,0.26536312849162014,0.08100558659217877
sub-103212,0.9882498050546935,0.9301675977653632,0.03910614525139665,0.030726256983240222
sub-111312,0.8527414447513215,0.5279329608938548,0.3854748603351955,0.08659217877094973
sub-118831,0.807710038573945,0.19832402234636873,0.7374301675977654,0.06424581005586592
sub-115724,0.8628026339438822,0.2849162011173184,0.6620111731843575,0.05307262569832402
sub-101915,0.9616703959980417,0.7932960893854749,0.17597765363128492,0.030726256983240222
sub-107018,0.8663761896997952,0.5027932960893855,0.39106145251396646,0.10614525139664804
sub-103010,0.9492395975365043,0.776536312849162,0.12849162011173185,0.09497206703910614
sub-102109,0.8469307097644698,0.3100558659217877,0.6145251396648045,0.07541899441340782
sub-106016,0.9402171189767544,0.7486033519553073,0.12569832402234637,0.12569832402234637
sub-101006,0.923410583195414,0.6089385474860335,0.30726256983240224,0.08379888268156424
sub-106824,0.8607092339950618,0.32122905027932963,0.6396648044692738,0.03910614525139665
sub-114116,0.8318346077021462,0.41899441340782123,0.49441340782122906,0.08659217877094973
sub-120111,0.9583798454603,0.770949720670391,0.18156424581005587,0.04748603351955307
sub-109830,0.7757702922216543,0.1564245810055866,0.7737430167597765,0.06983240223463687
sub-102614,0.9718491806657288,0.7849162011173184,0.164804469273743,0.05027932960893855
sub-111009,0.7686492305759506,0.2681564245810056,0.6368715083798883,0.09497206703910614
sub-118124,0.7387017239958831,0.329608938547486,0.5754189944134078,0.09497206703910614
sub-108525,0.8769253938962112,0.4664804469273743,0.4553072625698324,0.0782122905027933
sub-107321,0.9432201644044412,0.7178770949720671,0.21787709497206703,0.06424581005586592
sub-100307,0.9067278635650672,0.7458100558659218,0.18435754189944134,0.06983240223463687
sub-105216,0.7924627595659549,0.7541899441340782,0.20949720670391062,0.036312849162011177
sub-117122,0.894175929626254,0.5251396648044693,0.4245810055865922,0.05027932960893855
sub-113316,0.8227727069693548,0.2709497206703911,0.6675977653631285,0.061452513966480445
sub-105014,0.9886405230646195,0.8910614525139665,0.0335195530726257,0.07541899441340782
sub-118932,0.9065125063813394,0.6201117318435754,0.26536312849162014,0.11452513966480447
sub-111413,0.6816368419169534,0.24022346368715083,0.6675977653631285,0.09217877094972067
sub-111211,0.8143088204621477,0.40502793296089384,0.5251396648044693,0.06983240223463687
sub-103515,0.6900141750984503,0.23184357541899442,0.664804469273743,0.10335195530726257
sub-115219,0.7124531209360434,0.06983240223463687,0.840782122905028,0.0893854748603352
sub-105620,0.9510724225399797,0.6955307262569832,0.20670391061452514,0.09776536312849161
sub-116726,0.8653407519009159,0.553072625698324,0.3994413407821229,0.04748603351955307
sub-118225,0.831854283569843,0.2346368715083799,0.7318435754189944,0.0335195530726257
sub-108222,0.7900529976259825,0.1787709497206704,0.7486033519553073,0.07262569832402235
sub-100610,1.0006831932002629,0.9441340782122905,0.0111731843575419,0.0446927374301676
sub-114217,0.9759798409156283,0.8994413407821229,0.04189944134078212,0.05865921787709497
sub-101309,0.9596657807300463,0.7541899441340782,0.17318435754189945,0.07262569832402235
sub-104012,0.7890934049370688,0.2541899441340782,0.6927374301675978,0.05307262569832402
sub-102311,0.9904248701025885,0.9078212290502793,0.013966480446927373,0.0782122905027933
sub-106319,0.9071645795966358,0.5586592178770949,0.3435754189944134,0.09776536312849161
sub-116524,0.816441823535116,0.40782122905027934,0.5167597765363129,0.07541899441340782
sub-104820,0.9306956645135428,0.6480446927374302,0.19273743016759776,0.15921787709497207
sub-114621,0.8667657923395579,0.2430167597765363,0.6703910614525139,0.08659217877094973
sub-120414,0.731283099545908,0.21787709497206703,0.6703910614525139,0.11173184357541899
sub-108020,0.827042141507549,0.30726256983240224,0.611731843575419,0.08100558659217877
sub-112112,0.9071196432317924,0.6340782122905028,0.25977653631284914,0.10614525139664804
sub-102513,0.8278266022090309,0.15921787709497207,0.7877094972067039,0.05307262569832402
sub-112920,1.007186961945678,0.9301675977653632,0.01675977653631285,0.05307262569832402
sub-119732,0.8933809890163363,0.4888268156424581,0.4245810055865922,0.08659217877094973
