subject,frobenius_quality,self,neighbors,others
sub-111716,1.0115814926671773,0.9581005586592178,0.00558659217877095,0.036312849162011177
sub-103818,0.9952774331187019,0.9134078212290503,0.019553072625698324,0.0670391061452514
sub-105115,1.0001164662905717,0.9441340782122905,0.008379888268156424,0.04748603351955307
sub-113619,0.9967382974468586,0.9301675977653632,0.013966480446927373,0.055865921787709494
sub-115320,1.010135141972326,0.9245810055865922,0.0111731843575419,0.06424581005586592
sub-103414,0.9733014000823494,0.9245810055865922,0.0111731843575419,0.06424581005586592
sub-111514,0.9464916959939199,0.88268156424581,0.0670391061452514,0.05027932960893855
sub-100206,1.0016021497274246,0.9720670391061452,0.00558659217877095,0.0223463687150838
sub-119126,0.9956780229085429,0.946927374301676,0.019553072625698324,0.0335195530726257
sub-113821,0.9996365224676127,0.9385474860335196,0.0111731843575419,0.05027932960893855
sub-107422,0.9869638610438425,0.9162011173184358,0.019553072625698324,0.06424581005586592
sub-120515,0.9996401367457496,0.9385474860335196,0.008379888268156424,0.05307262569832402
sub-108121,0.9990666771441808,0.9301675977653632,0.013966480446927373,0.055865921787709494
sub-117930,0.974796972602332,0.9441340782122905,0.019553072625698324,0.036312849162011177
sub-112819,1.0014583584073042,0.952513966480447,0.00558659217877095,0.04189944134078212
sub-102816,1.0001796760455417,0.9832402234636871,0.00558659217877095,0.0111731843575419
sub-116423,0.999262109590834,0.9441340782122905,0.0111731843575419,0.0446927374301676
sub-119833,0.9920093537214643,0.9273743016759777,0.0223463687150838,0.05027932960893855
sub-116221,1.0015487676254546,0.946927374301676,0.002793296089385475,0.05027932960893855
sub-114318,0.9882748621437635,0.9441340782122905,0.0,0.055865921787709494
sub-108323,0.9980743223546712,0.9441340782122905,0.002793296089385475,0.05307262569832402
sub-118528,1.0002048257199962,0.9441340782122905,0.0,0.055865921787709494
sub-102008,0.9988830768282848,0.9636871508379888,0.002793296089385475,0.0335195530726257
sub-103111,0.9984522530872121,0.9748603351955307,0.00558659217877095,0.019553072625698324
sub-115017,0.9976621174196315,0.946927374301676,0.008379888268156424,0.0446927374301676
sub-117324,0.9894466090372036,0.9413407821229051,0.0223463687150838,0.036312849162011177
sub-101410,1.002236557691105,0.946927374301676,0.0111731843575419,0.04189944134078212
sub-118730,1.0041491559920919,0.9608938547486033,0.00558659217877095,0.0335195530726257
sub-113922,0.9997004635222319,0.9608938547486033,0.0111731843575419,0.027932960893854747
sub-107725,1.0048165791372081,0.952513966480447,0.013966480446927373,0.0335195530726257
sub-115825,0.9974210721596619,0.952513966480447,0.008379888268156424,0.03910614525139665
sub-119025,0.9981678236783234,0.9413407821229051,0.013966480446927373,0.0446927374301676
sub-112314,1.000125721770215,0.946927374301676,0.008379888268156424,0.0446927374301676
sub-120010,0.9996810997782649,0.9608938547486033,0.002793296089385475,0.036312849162011177
sub-106521,1.0012782926631618,0.88268156424581,0.036312849162011177,0.08100558659217877
