subject,frobenius_quality,self,neighbors,others
sub-100610,0.9978568306962019,0.9162011173184358,0.025139664804469275,0.05865921787709497
sub-114217,0.9889214135281985,0.9217877094972067,0.030726256983240222,0.04748603351955307
sub-101309,0.9880211465685995,0.8631284916201117,0.0782122905027933,0.05865921787709497
sub-104012,0.9014324308365291,0.6871508379888268,0.23743016759776536,0.07541899441340782
sub-102311,0.9961282018977048,0.952513966480447,0.00558659217877095,0.04189944134078212
sub-106319,0.9273952471749258,0.7681564245810056,0.164804469273743,0.0670391061452514
sub-116524,0.9779795168833426,0.8435754189944135,0.08379888268156424,0.07262569832402235
sub-104820,1.0026131420286974,0.8770949720670391,0.01675977653631285,0.10614525139664804
sub-114621,0.9389834684180746,0.8240223463687151,0.0670391061452514,0.10893854748603352
sub-120414,0.7393438844966171,0.36312849162011174,0.5083798882681564,0.12849162011173185
sub-108020,0.8242711258178237,0.4581005586592179,0.42178770949720673,0.12011173184357542
sub-112112,1.0000091243629805,0.9581005586592178,0.00558659217877095,0.036312849162011177
sub-102513,0.8102395841980168,0.4134078212290503,0.505586592178771,0.08100558659217877
sub-112920,0.9996392921165057,0.9106145251396648,0.03910614525139665,0.05027932960893855
sub-119732,0.9653759347974139,0.7541899441340782,0.164804469273743,0.08100558659217877
